config,signal,test_year,symbol,anchor_side,direction,fire_ts,p_test,label_y_true,entry_ts,entry_price,exit_ts,exit_price,exit_reason,atr,stop_price,target_price,pnl_pts,pnl_r
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-03-29 22:00:00+00:00,0.8941,1,2020-03-29 22:03:00+00:00,2467.7500,2020-03-29 22:05:00+00:00,2490.0357,stop,11.1429,2490.0357,2423.1786,-22.2857,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-04-23 22:00:00+00:00,0.8947,1,2020-04-23 22:05:00+00:00,8586.7500,2020-04-24 00:25:00+00:00,8522.6786,target,16.0179,8618.7857,8522.6786,64.0714,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-05-03 22:00:00+00:00,0.9295,1,2020-05-03 22:04:00+00:00,2792.7500,2020-05-03 23:41:00+00:00,2774.3214,target,4.6071,2801.9643,2774.3214,18.4286,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-05-03 22:00:00+00:00,0.9295,1,2020-05-03 22:04:00+00:00,2792.7500,2020-05-03 23:41:00+00:00,2774.3214,target,4.6071,2801.9643,2774.3214,18.4286,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-05-24 22:00:00+00:00,0.9017,1,2020-05-24 22:04:00+00:00,2952.0000,2020-05-24 22:18:00+00:00,2957.7143,stop,2.8571,2957.7143,2940.5714,-5.7143,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-05-24 22:00:00+00:00,0.9017,1,2020-05-24 22:04:00+00:00,2952.0000,2020-05-24 22:18:00+00:00,2957.7143,stop,2.8571,2957.7143,2940.5714,-5.7143,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-14 22:00:00+00:00,0.9250,1,2020-06-14 22:03:00+00:00,3003.0000,2020-06-15 02:03:00+00:00,2998.7500,time_exit,6.7500,3016.5000,2976.0000,4.2500,0.3148
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-14 22:00:00+00:00,0.9250,1,2020-06-14 22:03:00+00:00,3003.0000,2020-06-15 02:03:00+00:00,2998.7500,time_exit,6.7500,3016.5000,2976.0000,4.2500,0.3148
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-21 22:00:00+00:00,0.9133,1,2020-06-21 22:02:00+00:00,3040.0000,2020-06-21 22:55:00+00:00,3052.1429,stop,6.0714,3052.1429,3015.7143,-12.1429,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-21 22:00:00+00:00,0.9133,1,2020-06-21 22:02:00+00:00,3040.0000,2020-06-21 22:55:00+00:00,3052.1429,stop,6.0714,3052.1429,3015.7143,-12.1429,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-28 22:00:00+00:00,0.9442,1,2020-06-28 22:02:00+00:00,2986.5000,2020-06-28 22:41:00+00:00,2998.6429,stop,6.0714,2998.6429,2962.2143,-12.1429,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-06-28 22:00:00+00:00,0.9442,1,2020-06-28 22:02:00+00:00,2986.5000,2020-06-28 22:41:00+00:00,2998.6429,stop,6.0714,2998.6429,2962.2143,-12.1429,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-10-25 22:00:00+00:00,0.8974,1,2020-10-25 22:03:00+00:00,11633.2500,2020-10-25 22:15:00+00:00,11587.8929,target,11.3393,11655.9286,11587.8929,45.3571,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-10-25 22:00:00+00:00,0.8974,1,2020-10-25 22:03:00+00:00,11633.2500,2020-10-25 22:15:00+00:00,11587.8929,target,11.3393,11655.9286,11587.8929,45.3571,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-11-01 23:00:00+00:00,0.9505,1,2020-11-01 23:05:00+00:00,3269.2500,2020-11-02 03:05:00+00:00,3275.0000,time_exit,8.7143,3286.6786,3234.3929,-5.7500,-0.3299
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-11-01 23:00:00+00:00,0.9505,1,2020-11-01 23:05:00+00:00,3269.2500,2020-11-02 03:05:00+00:00,3275.0000,time_exit,8.7143,3286.6786,3234.3929,-5.7500,-0.3299
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-12-20 23:00:00+00:00,0.9136,1,2020-12-20 23:03:00+00:00,12742.5000,2020-12-21 03:03:00+00:00,12741.2500,time_exit,9.8929,12762.2857,12702.9286,1.2500,0.0632
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-12-20 23:00:00+00:00,0.9041,1,2020-12-20 23:03:00+00:00,3711.5000,2020-12-21 00:17:00+00:00,3701.1429,target,2.5893,3716.6786,3701.1429,10.3571,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,NQ.c.0,gap_down,short,2020-12-20 23:00:00+00:00,0.9136,1,2020-12-20 23:03:00+00:00,12742.5000,2020-12-21 03:03:00+00:00,12741.2500,time_exit,9.8929,12762.2857,12702.9286,1.2500,0.0632
v6a_add_swing_60m_only,ogap_gap_down_rejection,2020,ES.c.0,gap_down,short,2020-12-20 23:00:00+00:00,0.9041,1,2020-12-20 23:03:00+00:00,3711.5000,2020-12-21 00:17:00+00:00,3701.1429,target,2.5893,3716.6786,3701.1429,10.3571,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,ES.c.0,gap_down,short,2021-03-21 22:00:00+00:00,0.9634,1,2021-03-21 22:02:00+00:00,3888.2500,2021-03-21 23:22:00+00:00,3897.7143,stop,4.7321,3897.7143,3869.3214,-9.4643,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,ES.c.0,gap_down,short,2021-03-21 22:00:00+00:00,0.9634,1,2021-03-21 22:02:00+00:00,3888.2500,2021-03-21 23:22:00+00:00,3897.7143,stop,4.7321,3897.7143,3869.3214,-9.4643,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,NQ.c.0,gap_down,short,2021-04-18 22:00:00+00:00,0.9150,1,2021-04-18 22:02:00+00:00,13988.0000,2021-04-18 23:08:00+00:00,14004.2143,stop,8.1071,14004.2143,13955.5714,-16.2143,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,NQ.c.0,gap_down,short,2021-04-18 22:00:00+00:00,0.9150,1,2021-04-18 22:02:00+00:00,13988.0000,2021-04-18 23:08:00+00:00,14004.2143,stop,8.1071,14004.2143,13955.5714,-16.2143,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,NQ.c.0,gap_down,short,2021-05-23 22:00:00+00:00,0.9084,1,2021-05-23 22:02:00+00:00,13381.7500,2021-05-24 00:16:00+00:00,13404.1071,stop,11.1786,13404.1071,13337.0357,-22.3571,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,NQ.c.0,gap_down,short,2021-05-23 22:00:00+00:00,0.9084,1,2021-05-23 22:02:00+00:00,13381.7500,2021-05-24 00:16:00+00:00,13404.1071,stop,11.1786,13404.1071,13337.0357,-22.3571,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,NQ.c.0,gap_down,short,2021-06-20 22:00:00+00:00,0.9191,1,2021-06-20 22:03:00+00:00,14030.5000,2021-06-21 02:03:00+00:00,14003.0000,time_exit,15.8393,14062.1786,13967.1429,27.5000,0.8681
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,ES.c.0,gap_down,short,2021-06-20 22:00:00+00:00,0.9634,1,2021-06-20 22:02:00+00:00,4147.7500,2021-06-21 02:02:00+00:00,4137.0000,time_exit,5.6429,4159.0357,4125.1786,10.7500,0.9525
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,NQ.c.0,gap_down,short,2021-06-20 22:00:00+00:00,0.9191,1,2021-06-20 22:03:00+00:00,14030.5000,2021-06-21 02:03:00+00:00,14003.0000,time_exit,15.8393,14062.1786,13967.1429,27.5000,0.8681
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,ES.c.0,gap_down,short,2021-06-20 22:00:00+00:00,0.9634,1,2021-06-20 22:02:00+00:00,4147.7500,2021-06-21 02:02:00+00:00,4137.0000,time_exit,5.6429,4159.0357,4125.1786,10.7500,0.9525
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,NQ.c.0,gap_down,short,2021-09-19 22:00:00+00:00,0.9395,1,2021-09-19 22:04:00+00:00,15298.2500,2021-09-19 22:45:00+00:00,15315.8929,stop,8.8214,15315.8929,15262.9643,-17.6429,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,ES.c.0,gap_down,short,2021-09-19 22:00:00+00:00,0.9590,1,2021-09-19 22:03:00+00:00,4413.7500,2021-09-20 01:37:00+00:00,4403.2500,target,2.6250,4419.0000,4403.2500,10.5000,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,NQ.c.0,gap_down,short,2021-09-19 22:00:00+00:00,0.9395,1,2021-09-19 22:04:00+00:00,15298.2500,2021-09-19 22:45:00+00:00,15315.8929,stop,8.8214,15315.8929,15262.9643,-17.6429,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,ES.c.0,gap_down,short,2021-09-19 22:00:00+00:00,0.9590,1,2021-09-19 22:03:00+00:00,4413.7500,2021-09-20 01:37:00+00:00,4403.2500,target,2.6250,4419.0000,4403.2500,10.5000,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,NQ.c.0,gap_down,short,2021-11-07 23:00:00+00:00,0.9023,1,2021-11-07 23:02:00+00:00,16296.2500,2021-11-07 23:03:00+00:00,16313.5000,stop,8.6250,16313.5000,16261.7500,-17.2500,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,NQ.c.0,gap_down,short,2021-11-07 23:00:00+00:00,0.9023,1,2021-11-07 23:02:00+00:00,16296.2500,2021-11-07 23:03:00+00:00,16313.5000,stop,8.6250,16313.5000,16261.7500,-17.2500,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,ES.c.0,gap_down,short,2021-12-19 23:00:00+00:00,0.9540,1,2021-12-19 23:04:00+00:00,4617.0000,2021-12-19 23:16:00+00:00,4598.5714,target,4.6071,4626.2143,4598.5714,18.4286,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2021,ES.c.0,gap_down,short,2021-12-19 23:00:00+00:00,0.9540,1,2021-12-19 23:04:00+00:00,4617.0000,2021-12-19 23:16:00+00:00,4598.5714,target,4.6071,4626.2143,4598.5714,18.4286,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-02-20 23:00:00+00:00,0.9509,1,2022-02-20 23:02:00+00:00,4318.0000,2022-02-21 00:51:00+00:00,4329.0357,stop,5.5179,4329.0357,4295.9286,-11.0357,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-02-20 23:00:00+00:00,0.9509,1,2022-02-20 23:02:00+00:00,4318.0000,2022-02-21 00:51:00+00:00,4329.0357,stop,5.5179,4329.0357,4295.9286,-11.0357,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-02-27 23:00:00+00:00,0.9437,1,2022-02-27 23:03:00+00:00,4262.0000,2022-02-27 23:04:00+00:00,4269.5000,stop,3.7500,4269.5000,4247.0000,-7.5000,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-02-27 23:00:00+00:00,0.9437,1,2022-02-27 23:03:00+00:00,4262.0000,2022-02-27 23:04:00+00:00,4269.5000,stop,3.7500,4269.5000,4247.0000,-7.5000,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-03-06 23:00:00+00:00,0.9432,1,2022-03-06 23:03:00+00:00,4287.0000,2022-03-06 23:51:00+00:00,4266.2143,target,5.1964,4297.3929,4266.2143,20.7857,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-03-06 23:00:00+00:00,0.9432,1,2022-03-06 23:03:00+00:00,4287.0000,2022-03-06 23:51:00+00:00,4266.2143,target,5.1964,4297.3929,4266.2143,20.7857,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-04-28 22:00:00+00:00,0.9296,1,2022-04-28 22:02:00+00:00,4243.0000,2022-04-29 01:30:00+00:00,4267.9286,stop,12.4643,4267.9286,4193.1429,-24.9286,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-05-08 22:00:00+00:00,0.9608,1,2022-05-08 22:02:00+00:00,4090.5000,2022-05-09 00:58:00+00:00,4066.0000,target,6.1250,4102.7500,4066.0000,24.5000,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-05-08 22:00:00+00:00,0.9608,1,2022-05-08 22:02:00+00:00,4090.5000,2022-05-09 00:58:00+00:00,4066.0000,target,6.1250,4102.7500,4066.0000,24.5000,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,NQ.c.0,gap_down,short,2022-06-12 22:00:00+00:00,0.9256,1,2022-06-12 22:02:00+00:00,11695.7500,2022-06-13 00:42:00+00:00,11628.8929,target,16.7143,11729.1786,11628.8929,66.8571,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-06-12 22:00:00+00:00,0.9765,1,2022-06-12 22:02:00+00:00,3868.2500,2022-06-13 01:17:00+00:00,3844.6786,target,5.8929,3880.0357,3844.6786,23.5714,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,NQ.c.0,gap_down,short,2022-06-12 22:00:00+00:00,0.9256,1,2022-06-12 22:02:00+00:00,11695.7500,2022-06-13 00:42:00+00:00,11628.8929,target,16.7143,11729.1786,11628.8929,66.8571,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-06-12 22:00:00+00:00,0.9765,1,2022-06-12 22:02:00+00:00,3868.2500,2022-06-13 01:17:00+00:00,3844.6786,target,5.8929,3880.0357,3844.6786,23.5714,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-08-28 22:00:00+00:00,0.9430,1,2022-08-28 22:03:00+00:00,4025.5000,2022-08-29 02:03:00+00:00,4015.5000,time_exit,5.2143,4035.9286,4004.6429,10.0000,0.9589
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-08-28 22:00:00+00:00,0.9430,1,2022-08-28 22:03:00+00:00,4025.5000,2022-08-29 02:03:00+00:00,4015.5000,time_exit,5.2143,4035.9286,4004.6429,10.0000,0.9589
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-10-02 22:00:00+00:00,0.9268,1,2022-10-02 22:05:00+00:00,3593.2500,2022-10-02 22:12:00+00:00,3604.4286,stop,5.5893,3604.4286,3570.8929,-11.1786,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-10-02 22:00:00+00:00,0.9268,1,2022-10-02 22:05:00+00:00,3593.2500,2022-10-02 22:12:00+00:00,3604.4286,stop,5.5893,3604.4286,3570.8929,-11.1786,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-10-25 22:00:00+00:00,0.9462,1,2022-10-25 22:02:00+00:00,3840.2500,2022-10-26 02:02:00+00:00,3837.0000,time_exit,5.3929,3851.0357,3818.6786,3.2500,0.3013
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,NQ.c.0,gap_down,short,2022-10-30 22:00:00+00:00,0.9241,1,2022-10-30 22:02:00+00:00,11571.5000,2022-10-31 00:46:00+00:00,11524.0000,target,11.8750,11595.2500,11524.0000,47.5000,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,NQ.c.0,gap_down,short,2022-10-30 22:00:00+00:00,0.9241,1,2022-10-30 22:02:00+00:00,11571.5000,2022-10-31 00:46:00+00:00,11524.0000,target,11.8750,11595.2500,11524.0000,47.5000,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-11-06 23:00:00+00:00,0.9657,1,2022-11-06 23:03:00+00:00,3749.5000,2022-11-07 00:06:00+00:00,3757.0714,stop,3.7857,3757.0714,3734.3571,-7.5714,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-11-06 23:00:00+00:00,0.9657,1,2022-11-06 23:03:00+00:00,3749.5000,2022-11-07 00:06:00+00:00,3757.0714,stop,3.7857,3757.0714,3734.3571,-7.5714,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,NQ.c.0,gap_down,short,2022-11-27 23:00:00+00:00,0.9757,1,2022-11-27 23:02:00+00:00,11721.5000,2022-11-27 23:14:00+00:00,11742.0000,stop,10.2500,11742.0000,11680.5000,-20.5000,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-11-27 23:00:00+00:00,0.9556,1,2022-11-27 23:02:00+00:00,4018.7500,2022-11-28 01:20:00+00:00,4007.6786,target,2.7679,4024.2857,4007.6786,11.0714,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,NQ.c.0,gap_down,short,2022-11-27 23:00:00+00:00,0.9757,1,2022-11-27 23:02:00+00:00,11721.5000,2022-11-27 23:14:00+00:00,11742.0000,stop,10.2500,11742.0000,11680.5000,-20.5000,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2022,ES.c.0,gap_down,short,2022-11-27 23:00:00+00:00,0.9556,1,2022-11-27 23:02:00+00:00,4018.7500,2022-11-28 01:20:00+00:00,4007.6786,target,2.7679,4024.2857,4007.6786,11.0714,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,ES.c.0,gap_down,short,2023-02-05 23:00:00+00:00,0.8519,1,2023-02-05 23:03:00+00:00,4137.2500,2023-02-05 23:45:00+00:00,4141.6071,stop,2.1786,4141.6071,4128.5357,-4.3571,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,ES.c.0,gap_down,short,2023-02-05 23:00:00+00:00,0.8519,1,2023-02-05 23:03:00+00:00,4137.2500,2023-02-05 23:45:00+00:00,4141.6071,stop,2.1786,4141.6071,4128.5357,-4.3571,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,NQ.c.0,gap_down,short,2023-03-01 23:00:00+00:00,0.8531,1,2023-03-01 23:02:00+00:00,11971.7500,2023-03-02 01:09:00+00:00,11927.7500,target,11.0000,11993.7500,11927.7500,44.0000,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,NQ.c.0,gap_down,short,2023-04-02 22:00:00+00:00,0.9139,1,2023-04-02 22:02:00+00:00,13253.0000,2023-04-03 00:04:00+00:00,13217.3571,target,8.9107,13270.8214,13217.3571,35.6429,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,ES.c.0,gap_down,short,2023-04-02 22:00:00+00:00,0.8579,1,2023-04-02 22:02:00+00:00,4129.2500,2023-04-02 22:50:00+00:00,4134.1429,stop,2.4464,4134.1429,4119.4643,-4.8929,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,NQ.c.0,gap_down,short,2023-04-02 22:00:00+00:00,0.9139,1,2023-04-02 22:02:00+00:00,13253.0000,2023-04-03 00:04:00+00:00,13217.3571,target,8.9107,13270.8214,13217.3571,35.6429,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,ES.c.0,gap_down,short,2023-04-02 22:00:00+00:00,0.8579,1,2023-04-02 22:02:00+00:00,4129.2500,2023-04-02 22:50:00+00:00,4134.1429,stop,2.4464,4134.1429,4119.4643,-4.8929,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,NQ.c.0,gap_down,short,2023-04-27 22:00:00+00:00,0.9155,1,2023-04-27 22:02:00+00:00,13212.7500,2023-04-28 02:02:00+00:00,13220.0000,time_exit,25.4286,13263.6071,13111.0357,-7.2500,-0.1426
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,ES.c.0,gap_down,short,2023-05-03 22:00:00+00:00,0.8772,1,2023-05-03 22:02:00+00:00,4086.0000,2023-05-04 00:05:00+00:00,4095.0000,stop,4.5000,4095.0000,4068.0000,-9.0000,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,NQ.c.0,gap_down,short,2023-05-21 22:00:00+00:00,0.9387,1,2023-05-21 22:03:00+00:00,13814.2500,2023-05-21 22:21:00+00:00,13828.8214,stop,7.2857,13828.8214,13785.1071,-14.5714,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,ES.c.0,gap_down,short,2023-05-21 22:00:00+00:00,0.9105,1,2023-05-21 22:03:00+00:00,4191.7500,2023-05-21 22:34:00+00:00,4195.8929,stop,2.0714,4195.8929,4183.4643,-4.1429,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,NQ.c.0,gap_down,short,2023-05-21 22:00:00+00:00,0.9387,1,2023-05-21 22:03:00+00:00,13814.2500,2023-05-21 22:21:00+00:00,13828.8214,stop,7.2857,13828.8214,13785.1071,-14.5714,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,ES.c.0,gap_down,short,2023-05-21 22:00:00+00:00,0.9105,1,2023-05-21 22:03:00+00:00,4191.7500,2023-05-21 22:34:00+00:00,4195.8929,stop,2.0714,4195.8929,4183.4643,-4.1429,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,NQ.c.0,gap_down,short,2023-06-18 22:00:00+00:00,0.9086,1,2023-06-18 22:03:00+00:00,15310.5000,2023-06-19 02:03:00+00:00,15275.0000,time_exit,15.7143,15341.9286,15247.6429,35.5000,1.1295
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,NQ.c.0,gap_down,short,2023-06-18 22:00:00+00:00,0.9086,1,2023-06-18 22:03:00+00:00,15310.5000,2023-06-19 02:03:00+00:00,15275.0000,time_exit,15.7143,15341.9286,15247.6429,35.5000,1.1295
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,NQ.c.0,gap_down,short,2023-08-01 22:00:00+00:00,0.9216,1,2023-08-01 22:04:00+00:00,15736.2500,2023-08-01 22:54:00+00:00,15757.2857,stop,10.5179,15757.2857,15694.1786,-21.0357,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,ES.c.0,gap_down,short,2023-08-01 22:00:00+00:00,0.9308,1,2023-08-01 22:04:00+00:00,4582.0000,2023-08-01 22:26:00+00:00,4585.7857,stop,1.8929,4585.7857,4574.4286,-3.7857,-1.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,NQ.c.0,gap_down,short,2023-08-23 22:00:00+00:00,0.8950,1,2023-08-23 22:03:00+00:00,15337.7500,2023-08-24 02:03:00+00:00,15368.5000,time_exit,29.0536,15395.8571,15221.5357,-30.7500,-0.5292
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,NQ.c.0,gap_down,short,2023-09-17 22:00:00+00:00,0.9343,1,2023-09-17 22:06:00+00:00,15397.2500,2023-09-18 02:06:00+00:00,15408.7500,time_exit,13.0536,15423.3571,15345.0357,-11.5000,-0.4405
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,NQ.c.0,gap_down,short,2023-09-17 22:00:00+00:00,0.9343,1,2023-09-17 22:06:00+00:00,15397.2500,2023-09-18 02:06:00+00:00,15408.7500,time_exit,13.0536,15423.3571,15345.0357,-11.5000,-0.4405
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,NQ.c.0,gap_down,short,2023-10-08 22:00:00+00:00,0.8786,1,2023-10-08 22:04:00+00:00,15031.5000,2023-10-08 22:14:00+00:00,14998.8571,target,8.1607,15047.8214,14998.8571,32.6429,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,ES.c.0,gap_down,short,2023-10-08 22:00:00+00:00,0.8851,1,2023-10-08 22:03:00+00:00,4315.2500,2023-10-08 22:09:00+00:00,4305.8214,target,2.3571,4319.9643,4305.8214,9.4286,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,NQ.c.0,gap_down,short,2023-10-08 22:00:00+00:00,0.8786,1,2023-10-08 22:04:00+00:00,15031.5000,2023-10-08 22:14:00+00:00,14998.8571,target,8.1607,15047.8214,14998.8571,32.6429,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,ES.c.0,gap_down,short,2023-10-08 22:00:00+00:00,0.8851,1,2023-10-08 22:03:00+00:00,4315.2500,2023-10-08 22:09:00+00:00,4305.8214,target,2.3571,4319.9643,4305.8214,9.4286,2.0000
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,NQ.c.0,gap_down,short,2023-11-02 22:00:00+00:00,0.9254,1,2023-11-02 22:02:00+00:00,14935.5000,2023-11-03 02:02:00+00:00,14957.7500,time_exit,18.7321,14972.9643,14860.5714,-22.2500,-0.5939
v6a_add_swing_60m_only,ogap_gap_down_rejection,2023,ES.c.0,gap_down,short,2023-11-02 22:00:00+00:00,0.8553,1,2023-11-02 22:02:00+00:00,4328.0000,2023-11-03 02:02:00+00:00,4332.5000,time_exit,4.0893,4336.1786,4311.6429,-4.5000,-0.5502
v6a_add_swing_60m_only,ogap_gap_down_rejection,2024,NQ.c.0,gap_down,short,2024-01-30 23:00:00+00:00,0.8905,1,2024-01-30 23:02:00+00:00,17433.0000,2024-01-31 03:02:00+00:00,17444.0000,time_exit,26.9643,17486.9286,17325.1429,-11.0000,-0.2040
v6a_add_swing_60m_only,ogap_gap_down_rejection,2024,NQ.c.0,gap_down,short,2024-02-01 23:00:00+00:00,0.8918,1,2024-02-01 23:05:00+00:00,17603.0000,2024-02-02 03:05:00+00:00,17617.7500,time_exit,35.4821,17673.9643,17461.0714,-14.7500,-0.2079
v6a_add_swing_60m_only,ogap_gap_down_rejection,2024,ES.c.0,gap_down,short,2024-02-01 23:00:00+00:00,0.8190,1,2024-02-01 23:02:00+00:00,4954.0000,2024-02-02 03:02:00+00:00,4958.5000,time_exit,6.5179,4967.0357,4927.9286,-4.5000,-0.3452
v6a_add_swing_60m_only,ogap_gap_down_rejection,2024,NQ.c.0,gap_down,short,2024-04-24 22:00:00+00:00,0.8664,1,2024-04-24 22:02:00+00:00,17457.0000,2024-04-25 02:02:00+00:00,17470.2500,time_exit,34.2143,17525.4286,17320.1429,-13.2500,-0.1936
v6a_add_swing_60m_only,ogap_gap_down_rejection,2024,ES.c.0,gap_down,short,2024-04-24 22:00:00+00:00,0.8334,1,2024-04-24 22:02:00+00:00,5071.5000,2024-04-25 02:02:00+00:00,5076.2500,time_exit,6.7857,5085.0714,5044.3571,-4.7500,-0.3500
