variant,signal,test_year,symbol,direction,fire_ts,entry_ts,entry_price,exit_ts,exit_price,exit_reason,atr,stop_price,target_price,pnl_pts,pnl_r
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-03-08 22:00:00+00:00,2020-03-08 22:02:00+00:00,2872.2500,2020-03-09 02:02:00+00:00,2819.0000,time_exit,21.0536,2914.3571,2788.0357,53.2500,1.2646
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-03-22 22:00:00+00:00,2020-03-22 22:03:00+00:00,2180.0000,2020-03-22 23:40:00+00:00,2223.6607,stop,21.8304,2223.6607,2092.6786,-43.6607,-1.0000
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-03-22 22:00:00+00:00,2020-03-22 22:03:00+00:00,2180.0000,2020-03-22 23:40:00+00:00,2223.6607,stop,21.8304,2223.6607,2092.6786,-43.6607,-1.0000
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-03-29 22:00:00+00:00,2020-03-29 22:03:00+00:00,2467.7500,2020-03-30 02:03:00+00:00,2493.5000,time_exit,20.3839,2508.5179,2386.2143,-25.7500,-0.6316
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-03-29 22:00:00+00:00,2020-03-29 22:03:00+00:00,2467.7500,2020-03-30 02:03:00+00:00,2493.5000,time_exit,20.3839,2508.5179,2386.2143,-25.7500,-0.6316
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-05-03 22:00:00+00:00,2020-05-03 22:04:00+00:00,2792.7500,2020-05-04 02:04:00+00:00,2792.7500,time_exit,8.3438,2809.4375,2759.3750,0.0000,0.0000
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-05-03 22:00:00+00:00,2020-05-03 22:04:00+00:00,2792.7500,2020-05-04 02:04:00+00:00,2792.7500,time_exit,8.3438,2809.4375,2759.3750,0.0000,0.0000
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-05-24 22:00:00+00:00,2020-05-24 22:04:00+00:00,2952.0000,2020-05-24 22:42:00+00:00,2963.2768,stop,5.6384,2963.2768,2929.4464,-11.2768,-1.0000
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-05-24 22:00:00+00:00,2020-05-24 22:04:00+00:00,2952.0000,2020-05-24 22:42:00+00:00,2963.2768,stop,5.6384,2963.2768,2929.4464,-11.2768,-1.0000
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-06-14 22:00:00+00:00,2020-06-14 22:03:00+00:00,3003.0000,2020-06-15 02:03:00+00:00,2998.7500,time_exit,19.5134,3042.0268,2924.9464,4.2500,0.1089
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-06-14 22:00:00+00:00,2020-06-14 22:03:00+00:00,3003.0000,2020-06-15 02:03:00+00:00,2998.7500,time_exit,19.5134,3042.0268,2924.9464,4.2500,0.1089
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-06-21 22:00:00+00:00,2020-06-21 22:02:00+00:00,3040.0000,2020-06-22 00:15:00+00:00,3056.6339,stop,8.3170,3056.6339,3006.7321,-16.6339,-1.0000
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-06-21 22:00:00+00:00,2020-06-21 22:02:00+00:00,3040.0000,2020-06-22 00:15:00+00:00,3056.6339,stop,8.3170,3056.6339,3006.7321,-16.6339,-1.0000
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-06-28 22:00:00+00:00,2020-06-28 22:02:00+00:00,2986.5000,2020-06-29 01:14:00+00:00,3010.5268,stop,12.0134,3010.5268,2938.4464,-24.0268,-1.0000
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-06-28 22:00:00+00:00,2020-06-28 22:02:00+00:00,2986.5000,2020-06-29 01:14:00+00:00,3010.5268,stop,12.0134,3010.5268,2938.4464,-24.0268,-1.0000
v7d_baseline,ogap_gap_down_rejection,2020,NQ.c.0,short,2020-10-25 22:00:00+00:00,2020-10-25 22:03:00+00:00,11633.2500,2020-10-26 02:03:00+00:00,11617.0000,time_exit,29.7991,11692.8482,11514.0536,16.2500,0.2727
v7d_baseline,ogap_gap_down_rejection,2020,NQ.c.0,short,2020-10-25 22:00:00+00:00,2020-10-25 22:03:00+00:00,11633.2500,2020-10-26 02:03:00+00:00,11617.0000,time_exit,29.7991,11692.8482,11514.0536,16.2500,0.2727
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-11-01 23:00:00+00:00,2020-11-01 23:05:00+00:00,3269.2500,2020-11-02 03:05:00+00:00,3275.0000,time_exit,15.3750,3300.0000,3207.7500,-5.7500,-0.1870
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-11-01 23:00:00+00:00,2020-11-01 23:05:00+00:00,3269.2500,2020-11-02 03:05:00+00:00,3275.0000,time_exit,15.3750,3300.0000,3207.7500,-5.7500,-0.1870
v7d_baseline,ogap_gap_down_rejection,2020,NQ.c.0,short,2020-12-20 23:00:00+00:00,2020-12-20 23:03:00+00:00,12742.5000,2020-12-21 03:03:00+00:00,12741.2500,time_exit,11.8929,12766.2857,12694.9286,1.2500,0.0526
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-12-20 23:00:00+00:00,2020-12-20 23:03:00+00:00,3711.5000,2020-12-21 01:42:00+00:00,3698.1607,target,3.3348,3718.1696,3698.1607,13.3393,2.0000
v7d_baseline,ogap_gap_down_rejection,2020,NQ.c.0,short,2020-12-20 23:00:00+00:00,2020-12-20 23:03:00+00:00,12742.5000,2020-12-21 03:03:00+00:00,12741.2500,time_exit,11.8929,12766.2857,12694.9286,1.2500,0.0526
v7d_baseline,ogap_gap_down_rejection,2020,ES.c.0,short,2020-12-20 23:00:00+00:00,2020-12-20 23:03:00+00:00,3711.5000,2020-12-21 01:42:00+00:00,3698.1607,target,3.3348,3718.1696,3698.1607,13.3393,2.0000
v7d_baseline,ogap_gap_down_rejection,2021,ES.c.0,short,2021-03-21 22:00:00+00:00,2021-03-21 22:02:00+00:00,3888.2500,2021-03-21 23:39:00+00:00,3898.4554,stop,5.1027,3898.4554,3867.8393,-10.2054,-1.0000
v7d_baseline,ogap_gap_down_rejection,2021,ES.c.0,short,2021-03-21 22:00:00+00:00,2021-03-21 22:02:00+00:00,3888.2500,2021-03-21 23:39:00+00:00,3898.4554,stop,5.1027,3898.4554,3867.8393,-10.2054,-1.0000
v7d_baseline,ogap_gap_down_rejection,2021,NQ.c.0,short,2021-04-18 22:00:00+00:00,2021-04-18 22:02:00+00:00,13988.0000,2021-04-19 02:02:00+00:00,14016.7500,time_exit,19.8214,14027.6429,13908.7143,-28.7500,-0.7252
v7d_baseline,ogap_gap_down_rejection,2021,NQ.c.0,short,2021-04-18 22:00:00+00:00,2021-04-18 22:02:00+00:00,13988.0000,2021-04-19 02:02:00+00:00,14016.7500,time_exit,19.8214,14027.6429,13908.7143,-28.7500,-0.7252
v7d_baseline,ogap_gap_down_rejection,2021,NQ.c.0,short,2021-05-23 22:00:00+00:00,2021-05-23 22:02:00+00:00,13381.7500,2021-05-24 01:03:00+00:00,13438.9375,stop,28.5938,13438.9375,13267.3750,-57.1875,-1.0000
v7d_baseline,ogap_gap_down_rejection,2021,NQ.c.0,short,2021-05-23 22:00:00+00:00,2021-05-23 22:02:00+00:00,13381.7500,2021-05-24 01:03:00+00:00,13438.9375,stop,28.5938,13438.9375,13267.3750,-57.1875,-1.0000
v7d_baseline,ogap_gap_down_rejection,2021,NQ.c.0,short,2021-06-20 22:00:00+00:00,2021-06-20 22:03:00+00:00,14030.5000,2021-06-21 02:03:00+00:00,14003.0000,time_exit,19.2188,14068.9375,13953.6250,27.5000,0.7154
v7d_baseline,ogap_gap_down_rejection,2021,ES.c.0,short,2021-06-20 22:00:00+00:00,2021-06-20 22:02:00+00:00,4147.7500,2021-06-21 02:02:00+00:00,4137.0000,time_exit,5.8393,4159.4286,4124.3929,10.7500,0.9205
v7d_baseline,ogap_gap_down_rejection,2021,NQ.c.0,short,2021-06-20 22:00:00+00:00,2021-06-20 22:03:00+00:00,14030.5000,2021-06-21 02:03:00+00:00,14003.0000,time_exit,19.2188,14068.9375,13953.6250,27.5000,0.7154
v7d_baseline,ogap_gap_down_rejection,2021,ES.c.0,short,2021-06-20 22:00:00+00:00,2021-06-20 22:02:00+00:00,4147.7500,2021-06-21 02:02:00+00:00,4137.0000,time_exit,5.8393,4159.4286,4124.3929,10.7500,0.9205
v7d_baseline,ogap_gap_down_rejection,2021,NQ.c.0,short,2021-09-19 22:00:00+00:00,2021-09-19 22:04:00+00:00,15298.2500,2021-09-19 23:33:00+00:00,15326.1607,stop,13.9554,15326.1607,15242.4286,-27.9107,-1.0000
v7d_baseline,ogap_gap_down_rejection,2021,ES.c.0,short,2021-09-19 22:00:00+00:00,2021-09-19 22:03:00+00:00,4413.7500,2021-09-20 02:03:00+00:00,4402.7500,time_exit,4.1384,4422.0268,4397.1964,11.0000,1.3290
v7d_baseline,ogap_gap_down_rejection,2021,NQ.c.0,short,2021-09-19 22:00:00+00:00,2021-09-19 22:04:00+00:00,15298.2500,2021-09-19 23:33:00+00:00,15326.1607,stop,13.9554,15326.1607,15242.4286,-27.9107,-1.0000
v7d_baseline,ogap_gap_down_rejection,2021,ES.c.0,short,2021-09-19 22:00:00+00:00,2021-09-19 22:03:00+00:00,4413.7500,2021-09-20 02:03:00+00:00,4402.7500,time_exit,4.1384,4422.0268,4397.1964,11.0000,1.3290
v7d_baseline,ogap_gap_down_rejection,2021,NQ.c.0,short,2021-11-07 23:00:00+00:00,2021-11-07 23:02:00+00:00,16296.2500,2021-11-08 03:02:00+00:00,16284.0000,time_exit,30.3080,16356.8661,16175.0179,12.2500,0.2021
v7d_baseline,ogap_gap_down_rejection,2021,NQ.c.0,short,2021-11-07 23:00:00+00:00,2021-11-07 23:02:00+00:00,16296.2500,2021-11-08 03:02:00+00:00,16284.0000,time_exit,30.3080,16356.8661,16175.0179,12.2500,0.2021
v7d_baseline,ogap_gap_down_rejection,2021,ES.c.0,short,2021-12-19 23:00:00+00:00,2021-12-19 23:04:00+00:00,4617.0000,2021-12-19 23:55:00+00:00,4585.0179,target,7.9955,4632.9911,4585.0179,31.9821,2.0000
v7d_baseline,ogap_gap_down_rejection,2021,ES.c.0,short,2021-12-19 23:00:00+00:00,2021-12-19 23:04:00+00:00,4617.0000,2021-12-19 23:55:00+00:00,4585.0179,target,7.9955,4632.9911,4585.0179,31.9821,2.0000
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-02-20 23:00:00+00:00,2022-02-20 23:02:00+00:00,4318.0000,2022-02-21 00:55:00+00:00,4349.6607,stop,15.8304,4349.6607,4254.6786,-31.6607,-1.0000
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-02-20 23:00:00+00:00,2022-02-20 23:02:00+00:00,4318.0000,2022-02-21 00:55:00+00:00,4349.6607,stop,15.8304,4349.6607,4254.6786,-31.6607,-1.0000
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-02-27 23:00:00+00:00,2022-02-27 23:03:00+00:00,4262.0000,2022-02-27 23:32:00+00:00,4294.1964,stop,16.0982,4294.1964,4197.6071,-32.1964,-1.0000
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-02-27 23:00:00+00:00,2022-02-27 23:03:00+00:00,4262.0000,2022-02-27 23:32:00+00:00,4294.1964,stop,16.0982,4294.1964,4197.6071,-32.1964,-1.0000
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-03-06 23:00:00+00:00,2022-03-06 23:03:00+00:00,4287.0000,2022-03-07 03:03:00+00:00,4255.5000,time_exit,16.3125,4319.6250,4221.7500,31.5000,0.9655
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-03-06 23:00:00+00:00,2022-03-06 23:03:00+00:00,4287.0000,2022-03-07 03:03:00+00:00,4255.5000,time_exit,16.3125,4319.6250,4221.7500,31.5000,0.9655
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-05-08 22:00:00+00:00,2022-05-08 22:02:00+00:00,4090.5000,2022-05-09 02:02:00+00:00,4068.5000,time_exit,25.5670,4141.6339,3988.2321,22.0000,0.4302
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-05-08 22:00:00+00:00,2022-05-08 22:02:00+00:00,4090.5000,2022-05-09 02:02:00+00:00,4068.5000,time_exit,25.5670,4141.6339,3988.2321,22.0000,0.4302
v7d_baseline,ogap_gap_down_rejection,2022,NQ.c.0,short,2022-06-12 22:00:00+00:00,2022-06-12 22:02:00+00:00,11695.7500,2022-06-13 02:02:00+00:00,11609.0000,time_exit,48.7098,11793.1696,11500.9107,86.7500,0.8905
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-06-12 22:00:00+00:00,2022-06-12 22:02:00+00:00,3868.2500,2022-06-13 02:02:00+00:00,3840.7500,time_exit,15.2411,3898.7321,3807.2857,27.5000,0.9022
v7d_baseline,ogap_gap_down_rejection,2022,NQ.c.0,short,2022-06-12 22:00:00+00:00,2022-06-12 22:02:00+00:00,11695.7500,2022-06-13 02:02:00+00:00,11609.0000,time_exit,48.7098,11793.1696,11500.9107,86.7500,0.8905
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-06-12 22:00:00+00:00,2022-06-12 22:02:00+00:00,3868.2500,2022-06-13 02:02:00+00:00,3840.7500,time_exit,15.2411,3898.7321,3807.2857,27.5000,0.9022
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-08-28 22:00:00+00:00,2022-08-28 22:03:00+00:00,4025.5000,2022-08-29 02:03:00+00:00,4015.5000,time_exit,13.9688,4053.4375,3969.6250,10.0000,0.3579
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-08-28 22:00:00+00:00,2022-08-28 22:03:00+00:00,4025.5000,2022-08-29 02:03:00+00:00,4015.5000,time_exit,13.9688,4053.4375,3969.6250,10.0000,0.3579
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-10-02 22:00:00+00:00,2022-10-02 22:05:00+00:00,3593.2500,2022-10-03 02:05:00+00:00,3599.5000,time_exit,13.8214,3620.8929,3537.9643,-6.2500,-0.2261
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-10-02 22:00:00+00:00,2022-10-02 22:05:00+00:00,3593.2500,2022-10-03 02:05:00+00:00,3599.5000,time_exit,13.8214,3620.8929,3537.9643,-6.2500,-0.2261
v7d_baseline,ogap_gap_down_rejection,2022,NQ.c.0,short,2022-10-30 22:00:00+00:00,2022-10-30 22:02:00+00:00,11571.5000,2022-10-31 02:02:00+00:00,11550.0000,time_exit,39.4955,11650.4911,11413.5179,21.5000,0.2722
v7d_baseline,ogap_gap_down_rejection,2022,NQ.c.0,short,2022-10-30 22:00:00+00:00,2022-10-30 22:02:00+00:00,11571.5000,2022-10-31 02:02:00+00:00,11550.0000,time_exit,39.4955,11650.4911,11413.5179,21.5000,0.2722
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-11-06 23:00:00+00:00,2022-11-06 23:03:00+00:00,3749.5000,2022-11-07 03:03:00+00:00,3771.0000,time_exit,17.5312,3784.5625,3679.3750,-21.5000,-0.6132
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-11-06 23:00:00+00:00,2022-11-06 23:03:00+00:00,3749.5000,2022-11-07 03:03:00+00:00,3771.0000,time_exit,17.5312,3784.5625,3679.3750,-21.5000,-0.6132
v7d_baseline,ogap_gap_down_rejection,2022,NQ.c.0,short,2022-11-27 23:00:00+00:00,2022-11-27 23:02:00+00:00,11721.5000,2022-11-28 03:02:00+00:00,11694.2500,time_exit,19.7143,11760.9286,11642.6429,27.2500,0.6911
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-11-27 23:00:00+00:00,2022-11-27 23:02:00+00:00,4018.7500,2022-11-28 02:09:00+00:00,4001.9286,target,4.2054,4027.1607,4001.9286,16.8214,2.0000
v7d_baseline,ogap_gap_down_rejection,2022,NQ.c.0,short,2022-11-27 23:00:00+00:00,2022-11-27 23:02:00+00:00,11721.5000,2022-11-28 03:02:00+00:00,11694.2500,time_exit,19.7143,11760.9286,11642.6429,27.2500,0.6911
v7d_baseline,ogap_gap_down_rejection,2022,ES.c.0,short,2022-11-27 23:00:00+00:00,2022-11-27 23:02:00+00:00,4018.7500,2022-11-28 02:09:00+00:00,4001.9286,target,4.2054,4027.1607,4001.9286,16.8214,2.0000
v7d_baseline,ogap_gap_down_rejection,2023,ES.c.0,short,2023-02-05 23:00:00+00:00,2023-02-05 23:03:00+00:00,4137.2500,2023-02-06 03:03:00+00:00,4135.2500,time_exit,12.7768,4162.8036,4086.1429,2.0000,0.0783
v7d_baseline,ogap_gap_down_rejection,2023,ES.c.0,short,2023-02-05 23:00:00+00:00,2023-02-05 23:03:00+00:00,4137.2500,2023-02-06 03:03:00+00:00,4135.2500,time_exit,12.7768,4162.8036,4086.1429,2.0000,0.0783
v7d_baseline,ogap_gap_down_rejection,2023,NQ.c.0,short,2023-04-02 22:00:00+00:00,2023-04-02 22:02:00+00:00,13253.0000,2023-04-03 02:02:00+00:00,13212.2500,time_exit,22.5670,13298.1339,13162.7321,40.7500,0.9029
v7d_baseline,ogap_gap_down_rejection,2023,ES.c.0,short,2023-04-02 22:00:00+00:00,2023-04-02 22:02:00+00:00,4129.2500,2023-04-03 02:02:00+00:00,4125.0000,time_exit,5.6786,4140.6071,4106.5357,4.2500,0.3742
v7d_baseline,ogap_gap_down_rejection,2023,NQ.c.0,short,2023-04-02 22:00:00+00:00,2023-04-02 22:02:00+00:00,13253.0000,2023-04-03 02:02:00+00:00,13212.2500,time_exit,22.5670,13298.1339,13162.7321,40.7500,0.9029
v7d_baseline,ogap_gap_down_rejection,2023,ES.c.0,short,2023-04-02 22:00:00+00:00,2023-04-02 22:02:00+00:00,4129.2500,2023-04-03 02:02:00+00:00,4125.0000,time_exit,5.6786,4140.6071,4106.5357,4.2500,0.3742
v7d_baseline,ogap_gap_down_rejection,2023,NQ.c.0,short,2023-04-27 22:00:00+00:00,2023-04-27 22:02:00+00:00,13212.7500,2023-04-28 02:02:00+00:00,13220.0000,time_exit,30.4554,13273.6607,13090.9286,-7.2500,-0.1190
v7d_baseline,ogap_gap_down_rejection,2023,ES.c.0,short,2023-05-03 22:00:00+00:00,2023-05-03 22:02:00+00:00,4086.0000,2023-05-04 02:02:00+00:00,4106.2500,time_exit,11.7054,4109.4107,4039.1786,-20.2500,-0.8650
v7d_baseline,ogap_gap_down_rejection,2023,NQ.c.0,short,2023-05-21 22:00:00+00:00,2023-05-21 22:03:00+00:00,13814.2500,2023-05-22 02:03:00+00:00,13855.5000,time_exit,27.4688,13869.1875,13704.3750,-41.2500,-0.7509
v7d_baseline,ogap_gap_down_rejection,2023,ES.c.0,short,2023-05-21 22:00:00+00:00,2023-05-21 22:03:00+00:00,4191.7500,2023-05-22 02:03:00+00:00,4199.2500,time_exit,7.7009,4207.1518,4160.9464,-7.5000,-0.4870
v7d_baseline,ogap_gap_down_rejection,2023,NQ.c.0,short,2023-05-21 22:00:00+00:00,2023-05-21 22:03:00+00:00,13814.2500,2023-05-22 02:03:00+00:00,13855.5000,time_exit,27.4688,13869.1875,13704.3750,-41.2500,-0.7509
v7d_baseline,ogap_gap_down_rejection,2023,ES.c.0,short,2023-05-21 22:00:00+00:00,2023-05-21 22:03:00+00:00,4191.7500,2023-05-22 02:03:00+00:00,4199.2500,time_exit,7.7009,4207.1518,4160.9464,-7.5000,-0.4870
v7d_baseline,ogap_gap_down_rejection,2023,NQ.c.0,short,2023-06-18 22:00:00+00:00,2023-06-18 22:03:00+00:00,15310.5000,2023-06-19 02:03:00+00:00,15275.0000,time_exit,21.1875,15352.8750,15225.7500,35.5000,0.8378
v7d_baseline,ogap_gap_down_rejection,2023,NQ.c.0,short,2023-06-18 22:00:00+00:00,2023-06-18 22:03:00+00:00,15310.5000,2023-06-19 02:03:00+00:00,15275.0000,time_exit,21.1875,15352.8750,15225.7500,35.5000,0.8378
v7d_baseline,ogap_gap_down_rejection,2023,NQ.c.0,short,2023-08-01 22:00:00+00:00,2023-08-01 22:04:00+00:00,15736.2500,2023-08-02 02:04:00+00:00,15768.0000,time_exit,27.1071,15790.4643,15627.8214,-31.7500,-0.5856
v7d_baseline,ogap_gap_down_rejection,2023,ES.c.0,short,2023-08-01 22:00:00+00:00,2023-08-01 22:04:00+00:00,4582.0000,2023-08-02 01:14:00+00:00,4591.8304,stop,4.9152,4591.8304,4562.3393,-9.8304,-1.0000
v7d_baseline,ogap_gap_down_rejection,2023,NQ.c.0,short,2023-09-17 22:00:00+00:00,2023-09-17 22:06:00+00:00,15397.2500,2023-09-18 02:06:00+00:00,15408.7500,time_exit,15.9241,15429.0982,15333.5536,-11.5000,-0.3611
v7d_baseline,ogap_gap_down_rejection,2023,NQ.c.0,short,2023-09-17 22:00:00+00:00,2023-09-17 22:06:00+00:00,15397.2500,2023-09-18 02:06:00+00:00,15408.7500,time_exit,15.9241,15429.0982,15333.5536,-11.5000,-0.3611
v7d_baseline,ogap_gap_down_rejection,2023,NQ.c.0,short,2023-10-08 22:00:00+00:00,2023-10-08 22:04:00+00:00,15031.5000,2023-10-09 02:04:00+00:00,15000.7500,time_exit,41.2634,15114.0268,14866.4464,30.7500,0.3726
v7d_baseline,ogap_gap_down_rejection,2023,ES.c.0,short,2023-10-08 22:00:00+00:00,2023-10-08 22:03:00+00:00,4315.2500,2023-10-09 02:03:00+00:00,4309.2500,time_exit,10.5804,4336.4107,4272.9286,6.0000,0.2835
v7d_baseline,ogap_gap_down_rejection,2023,NQ.c.0,short,2023-10-08 22:00:00+00:00,2023-10-08 22:04:00+00:00,15031.5000,2023-10-09 02:04:00+00:00,15000.7500,time_exit,41.2634,15114.0268,14866.4464,30.7500,0.3726
v7d_baseline,ogap_gap_down_rejection,2023,ES.c.0,short,2023-10-08 22:00:00+00:00,2023-10-08 22:03:00+00:00,4315.2500,2023-10-09 02:03:00+00:00,4309.2500,time_exit,10.5804,4336.4107,4272.9286,6.0000,0.2835
v7d_baseline,ogap_gap_down_rejection,2023,NQ.c.0,short,2023-11-02 22:00:00+00:00,2023-11-02 22:02:00+00:00,14935.5000,2023-11-03 02:02:00+00:00,14957.7500,time_exit,28.1250,14991.7500,14823.0000,-22.2500,-0.3956
v7d_baseline,ogap_gap_down_rejection,2024,NQ.c.0,short,2024-01-30 23:00:00+00:00,2024-01-30 23:02:00+00:00,17433.0000,2024-01-31 03:02:00+00:00,17444.0000,time_exit,32.5446,17498.0893,17302.8214,-11.0000,-0.1690
v7d_baseline,ogap_gap_down_rejection,2024,NQ.c.0,short,2024-02-01 23:00:00+00:00,2024-02-01 23:05:00+00:00,17603.0000,2024-02-02 03:05:00+00:00,17617.7500,time_exit,53.0893,17709.1786,17390.6429,-14.7500,-0.1389
v7d_baseline,ogap_gap_down_rejection,2024,ES.c.0,short,2024-04-24 22:00:00+00:00,2024-04-24 22:02:00+00:00,5071.5000,2024-04-25 02:02:00+00:00,5076.2500,time_exit,10.7411,5092.9821,5028.5357,-4.7500,-0.2211
v7d_baseline,ogap_gap_down_rejection,2024,NQ.c.0,short,2024-07-23 22:00:00+00:00,2024-07-23 22:04:00+00:00,19841.0000,2024-07-24 02:04:00+00:00,19812.7500,time_exit,50.5045,19942.0089,19638.9821,28.2500,0.2797
v7d_baseline,ogap_gap_down_rejection,2024,ES.c.0,short,2024-07-23 22:00:00+00:00,2024-07-23 22:04:00+00:00,5581.7500,2024-07-24 02:04:00+00:00,5578.7500,time_exit,9.2009,5600.1518,5544.9464,3.0000,0.1630
v7d_baseline,ogap_gap_down_rejection,2024,NQ.c.0,short,2024-08-04 22:00:00+00:00,2024-08-04 22:02:00+00:00,18312.7500,2024-08-05 02:02:00+00:00,18115.5000,time_exit,81.2143,18475.1786,17987.8929,197.2500,1.2144
v7d_baseline,ogap_gap_down_rejection,2024,ES.c.0,short,2024-08-04 22:00:00+00:00,2024-08-04 22:02:00+00:00,5326.5000,2024-08-05 02:02:00+00:00,5300.5000,time_exit,17.0625,5360.6250,5258.2500,26.0000,0.7619
v7d_baseline,ogap_gap_down_rejection,2024,NQ.c.0,short,2024-08-04 22:00:00+00:00,2024-08-04 22:02:00+00:00,18312.7500,2024-08-05 02:02:00+00:00,18115.5000,time_exit,81.2143,18475.1786,17987.8929,197.2500,1.2144
v7d_baseline,ogap_gap_down_rejection,2024,ES.c.0,short,2024-08-04 22:00:00+00:00,2024-08-04 22:02:00+00:00,5326.5000,2024-08-05 02:02:00+00:00,5300.5000,time_exit,17.0625,5360.6250,5258.2500,26.0000,0.7619
